CornerHelp — master provider call sheet · 99 organizations · all 254 Texas counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Requirements list will be given after scheduled appointment,,,,,,,,,,,,,,,,FILL THESE IN — in the order the script asks for them. Blank beats guessed.,,,,,,,,,,,,,,,,,,
WEEK 1,#,Organization,City,Address,Phone,Programs,Help offered,Counties,ZIPs,People reached,Counties served,ZIP codes served,Source,slug — do not edit,rent slug — do not edit,Status,Rent status,SERVICE AREA — whole county? which areas?,Funding lasts until,Reopens on,How to apply,Hours,Daily cap,Documents required,Most common reason turned away,Anything changing,Spoke with,Call outcome,Note,Called (date),VA,,,
,416,Gates County DSS — Emergency Assistance / Housing Crisis Support,Gatesville,"122 Main St, Gatesville, NC 27938",252-357-0075,Assistance Program,rent_assistance,,,,Gates,,,,,,,,,,,,,,,,,,,,,,,
,417,Gates County DSS — CIP/LIEAP,Gatesville,"122 Main St, Gatesville, NC 27938",252-357-0075,Assistance Program,electric_bill,,,,Gates,,,,,,,,,,,,,,,,,,,,,,,
,418,Gates County DSS — Food & Nutrition Services,Gatesville,"122 Main St, Gatesville, NC 27938",252-357-0075,Assistance Program,food_pantry,,,,Gates,,,,,,,,,,,,,,,,,,,,,,,
,419,Graham County DSS — Emergency Assistance / Housing Crisis Support,Robbinsville,"191 P & J Rd, Robbinsville, NC 28771",828-479-7911,Assistance Program,rent_assistance,,,,Graham,,,,,,,,,,,,,,,,,,,,,,,
,420,Graham County DSS — CIP/LIEAP,Robbinsville,"191 P & J Rd, Robbinsville, NC 28771",828-479-7911,Assistance Program,electric_bill,,,,Graham,,,,,,,,,,,,,,,,,,,,,,,
,421,Graham County DSS — Food & Nutrition Services,Robbinsville,"191 P & J Rd, Robbinsville, NC 28771",828-479-7911,Assistance Program,food_pantry,,,,Graham,,,,,,,,,,,,,,,,,,,,,,,
,422,Granville County DSS — Emergency Assistance / Housing Crisis Support,Oxford,"410 W Spring St, Oxford, NC 27565",919-693-1511,Assistance Program,rent_assistance,,,,Granville,,,,,,,,,,,,,,,,,,,,,,,
,423,Granville County DSS — CIP/LIEAP,Oxford,"410 W Spring St, Oxford, NC 27565",919-693-1511,Assistance Program,electric_bill,,,,Granville,,,,,,,,,,,,,,,,,,,,,,,
,424,Granville County DSS — Food & Nutrition Services,Oxford,"410 W Spring St, Oxford, NC 27565",919-693-1511,Assistance Program,food_pantry,,,,Granville,,,,,,,,,,,,,,,,,,,,,,,
,425,Greene County DSS — Emergency Assistance / Housing Crisis Support,Snow Hill,"227 Kingold Blvd, Suite A, Snow Hill, NC 28580",252-747-5932,Assistance Program,rent_assistance,,,,Greene,,,,,,,,,,,,,,,,,,,,,,,
,426,Greene County DSS — CIP/LIEAP,Snow Hill,"227 Kingold Blvd, Suite A, Snow Hill, NC 28580",252-747-5932,Assistance Program,electric_bill,,,,Greene,,,,,,,,,,,,,,,,,,,,,,,
,427,Greene County DSS — Food & Nutrition Services,Snow Hill,"227 Kingold Blvd, Suite A, Snow Hill, NC 28580",252-747-5932,Assistance Program,food_pantry,,,,Greene,,,,,,,,,,,,,,,,,,,,,,,
,428,Greensboro Housing Authority — HOME-ARP Tenant-Based Rental Assistance,Greensboro,"450 N Church St, Greensboro, NC 27401",336-275-8501,Assistance Program,rent_assistance,,,,Guilford,,,,,,,,,,,,,,,,,,,,,,,
,429,Guilford County DSS — Energy Assistance/CIP,Greensboro / High Point,"1203 Maple St, Greensboro, NC 27405 / 325 E Russell Ave, High Point, NC 27260",336-641-3000,Assistance Program,"electric_bill, gas_bill",,,,Guilford,,,,,,,,,,,,,,,,,,,,,,,
,430,Guilford County DSS — Food & Nutrition Services,Greensboro / High Point,"1203 Maple St, Greensboro, NC 27405 / 325 E Russell Ave, High Point, NC 27260",336-641-3000,Assistance Program,food_pantry,,,,Guilford,,,,,,,,,,,,,,,,,,,,,,,
,431,Roanoke-Chowan Regional Housing Authority — Housing Choice Voucher/Public Housing,Gaston,"205 Tinsley Way, Gaston, NC 27832",252-537-1051,Assistance Program,rent_assistance,,,,Halifax,,,,,,,,,,,,,,,,,,,,,,,
,432,Halifax County DSS — Energy and Water Assistance/CIP,Halifax,"4421 US 301, Halifax, NC 27839",252-536-2511,Assistance Program,"electric_bill, gas_bill, water_bill",,,,Halifax,,,,,,,,,,,,,,,,,,,,,,,
,433,Halifax County DSS — Food & Nutrition Services,Halifax,"4421 US 301, Halifax, NC 27839",252-536-2511,Assistance Program,food_pantry,,,,Halifax,,,,,,,,,,,,,,,,,,,,,,,
,434,Harnett County HUD Office — Housing Choice Voucher/Rental Subsidy,Sanford,"1000 Carthage St, Sanford, NC 27330",919-776-7655,Assistance Program,rent_assistance,,,,Harnett,,,,,,,,,,,,,,,,,,,,,,,
,435,Harnett County DSS — Crisis Intervention Program,Lillington,"311 W Cornelius Harnett Blvd, Lillington, NC 27546",910-814-6823,Assistance Program,electric_bill,,,,Harnett,,,,,,,,,,,,,,,,,,,,,,,
,436,Harnett County DSS — Food & Nutrition Services,Lillington,"311 W Cornelius Harnett Blvd, Lillington, NC 27546",910-814-6611,Assistance Program,food_pantry,,,,Harnett,,,,,,,,,,,,,,,,,,,,,,,
,437,Mountain Projects — Section 8 Housing Choice Voucher,Waynesville,"2177 Asheville Rd, Waynesville, NC 28786",828-452-1447,Assistance Program,rent_assistance,,,,Haywood,,,,,,,,,,,,,,,,,,,,,,,
,438,Haywood County DSS — CIP/LIEAP,Clyde,"157 Paragon Parkway, Suite 300, Clyde, NC 28721",828-452-6620 option 3,Assistance Program,electric_bill,,,,Haywood,,,,,,,,,,,,,,,,,,,,,,,
,439,Haywood County DSS — Food & Nutrition Services,Clyde,"157 Paragon Parkway, Suite 300, Clyde, NC 28721",828-452-6620,Assistance Program,food_pantry,,,,Haywood,,,,,,,,,,,,,,,,,,,,,,,
,440,Henderson County DSS — Emergency Assistance,Hendersonville,"1200 Spartanburg Hwy, Suite 300, Hendersonville, NC 28792",828-697-5500,Assistance Program,rent_assistance,,,,Henderson,,,,,,,,,,,,,,,,,,,,,,,
,441,Henderson County DSS — CIP/LIEAP,Hendersonville,"1200 Spartanburg Hwy, Suite 300, Hendersonville, NC 28792",828-697-5500,Assistance Program,electric_bill,,,,Henderson,,,,,,,,,,,,,,,,,,,,,,,
,442,Henderson County DSS — Food & Nutrition Services,Hendersonville,"1200 Spartanburg Hwy, Suite 300, Hendersonville, NC 28792",828-697-5500,Assistance Program,food_pantry,,,,Henderson,,,,,,,,,,,,,,,,,,,,,,,
,443,Roanoke-Chowan Regional Housing Authority — HCV/Public Housing,Gaston / Hertford,"RCRHA: 205 Tinsley Way, Gaston, NC 27832; Hertford Housing Authority: 104 White St, Hertford, NC 27944",252-537-1051,Assistance Program,rent_assistance,,,,Hertford,,,,,,,,,,,,,,,,,,,,,,,
,444,Hertford County DSS — Energy Assistance/CIP,Winton,"704 N King St, Winton, NC 27986",252-358-7830,Assistance Program,"electric_bill, gas_bill",,,,Hertford,,,,,,,,,,,,,,,,,,,,,,,
,445,Hertford County DSS — Food & Nutrition Services,Winton,"704 N King St, Winton, NC 27986",252-358-7830,Assistance Program,food_pantry,,,,Hertford,,,,,,,,,,,,,,,,,,,,,,,
,446,Hoke County Housing Authority,Raeford,"Hoke County Housing Authority; county administrative contact: 227 N Main St, Raeford, NC 28376",910-875-8751,Assistance Program,rent_assistance,,,,Hoke,,,,,,,,,,,,,,,,,,,,,,,
,447,Hoke County EFSP Utility Assistance,Raeford,"314 S Magnolia St, Raeford, NC 28376",910-875-8725,Assistance Program,"electric_bill, gas_bill",,,,Hoke,,,,,,,,,,,,,,,,,,,,,,,
,448,Hoke County DSS — Food & Nutrition Services,Raeford,"314 S Magnolia St, Raeford, NC 28376",910-875-8725,Assistance Program,food_pantry,,,,Hoke,,,,,,,,,,,,,,,,,,,,,,,
,449,Hyde County DSS — Housing/Emergency Assistance Referral,Engelhard,"35015 US Hwy 264, Engelhard, NC 27824",252-926-4199,Assistance Program,rent_assistance,,,,Hyde,,,,,,,,,,,,,,,,,,,,,,,
,450,Hyde County DSS — Energy Assistance/CIP/LIEAP,Engelhard,"35015 US Hwy 264, Engelhard, NC 27824",252-926-4199,Assistance Program,"electric_bill, gas_bill",,,,Hyde,,,,,,,,,,,,,,,,,,,,,,,
,451,Hyde County DSS — Food & Nutrition Services,Engelhard,"35015 US Hwy 264, Engelhard, NC 27824",252-926-4199,Assistance Program,food_pantry,,,,Hyde,,,,,,,,,,,,,,,,,,,,,,,
,452,Iredell County DSS / Local Housing Assistance Providers,Statesville / Mooresville,"549 Eastside Dr, Statesville, NC 28625; 610 E Center Ave, Mooresville, NC 28115",704-873-5631,Assistance Program,rent_assistance,,,,Iredell,,,,,,,,,,,,,,,,,,,,,,,
,453,Iredell County DSS — Energy Programs,Statesville / Mooresville,"549 Eastside Dr, Statesville, NC 28625; 610 E Center Ave, Mooresville, NC 28115",704-873-5631,Assistance Program,"electric_bill, gas_bill",,,,Iredell,,,,,,,,,,,,,,,,,,,,,,,
,454,Iredell County DSS — Food & Nutrition Services,Statesville / Mooresville,"549 Eastside Dr, Statesville, NC 28625; 610 E Center Ave, Mooresville, NC 28115",704-873-5631,Assistance Program,food_pantry,,,,Iredell,,,,,,,,,,,,,,,,,,,,,,,
,455,Mountain Projects — Section 8 Housing Choice Voucher,Sylva / Waynesville,"154 Medical Park Loop, Sylva, NC 28779 / 2177 Asheville Rd, Waynesville, NC 28786",828-586-2345,Assistance Program,rent_assistance,,,,Jackson,,,,,,,,,,,,,,,,,,,,,,,
,456,Jackson County DSS — CIP/LIEAP / Energy Assistance,Sylva,"15 Griffin St, Sylva, NC 28779",828-586-5546,Assistance Program,"electric_bill, gas_bill",,,,Jackson,,,,,,,,,,,,,,,,,,,,,,,
,457,Jackson County DSS — Food & Nutrition Services,Sylva,"15 Griffin St, Sylva, NC 28779",828-586-5546,Assistance Program,food_pantry,,,,Jackson,,,,,,,,,,,,,,,,,,,,,,,
,458,Global Empowerment Mission — Helene Rental Assistance,Mitchell County,Mitchell County service area; confirm intake location,—,Assistance Program,rent_assistance,,,,Mitchell,,,,,,,,,,,,,,,,,,,,,,,
,459,Mitchell County DSS — Energy Assistance / CIP,Bakersville,"347 Long View Dr, Bakersville, NC 28705",828-688-2175,Assistance Program,"electric_bill, gas_bill",,,,Mitchell,,,,,,,,,,,,,,,,,,,,,,,
,460,Mitchell County DSS — Food & Nutrition Services,Bakersville,"347 Long View Dr, Bakersville, NC 28705",828-688-2175,Assistance Program,food_pantry,,,,Mitchell,,,,,,,,,,,,,,,,,,,,,,,
,461,Troy/Montgomery Senior Center — Housing Assistance / Referral,Troy,"228 N Main St, Troy, NC 27371",910-572-4464,Assistance Program,rent_assistance,,,,Montgomery,,,,,,,,,,,,,,,,,,,,,,,
,462,Montgomery County DSS — Crisis Programs / Energy Assistance,Troy,"102 E Spring St, Troy, NC 27371",910-576-6531,Assistance Program,"electric_bill, gas_bill",,,,Montgomery,,,,,,,,,,,,,,,,,,,,,,,
,463,Montgomery County DSS — Food & Nutrition Services,Troy,"102 E Spring St, Troy, NC 27371",910-576-6531,Assistance Program,food_pantry,,,,Montgomery,,,,,,,,,,,,,,,,,,,,,,,
,464,Moore County DSS — Emergency Assistance / Housing Support,Carthage,"1036 Carriage Oaks Dr, Carthage, NC 28327",910-947-2436,Assistance Program,rent_assistance,,,,Moore,,,,,,,,,,,,,,,,,,,,,,,
,465,Moore County DSS — Energy Assistance,Carthage,"1036 Carriage Oaks Dr, Carthage, NC 28327",910-947-2436,Assistance Program,"electric_bill, gas_bill",,,,Moore,,,,,,,,,,,,,,,,,,,,,,,
,466,Moore County DSS — Food & Nutrition Services,Carthage,"1036 Carriage Oaks Dr, Carthage, NC 28327",910-947-2436,Assistance Program,food_pantry,,,,Moore,,,,,,,,,,,,,,,,,,,,,,,
,467,Nash County DSS — Family Support / Emergency Assistance Referral,Nashville,"120 W Washington St, Suite 3072, Nashville, NC 27856",252-459-9818,Assistance Program,rent_assistance,,,,Nash,,,,,,,,,,,,,,,,,,,,,,,
,468,Nash County DSS — Energy Programs,Nashville,"120 W Washington St, Suite 3072, Nashville, NC 27856",252-459-9818,Assistance Program,"electric_bill, gas_bill",,,,Nash,,,,,,,,,,,,,,,,,,,,,,,
,469,Nash County DSS — Food & Nutrition Services,Nashville,"120 W Washington St, Suite 3072, Nashville, NC 27856",252-459-9822,Assistance Program,food_pantry,,,,Nash,,,,,,,,,,,,,,,,,,,,,,,
,470,New Hanover County HHS — Crisis Intervention / Housing Assistance,Wilmington,"1650 Greenfield St, Wilmington, NC 28401",910-798-3500,Assistance Program,rent_assistance,,,,New Hanover,,,,,,,,,,,,,,,,,,,,,,,
,471,New Hanover County HHS — Crisis Intervention / Energy Assistance,Wilmington,"1650 Greenfield St, Wilmington, NC 28401",910-798-3500,Assistance Program,"electric_bill, gas_bill",,,,New Hanover,,,,,,,,,,,,,,,,,,,,,,,
,472,New Hanover County HHS — Food & Nutrition Services,Wilmington,"1650 Greenfield St, Wilmington, NC 28401",910-798-3500,Assistance Program,food_pantry,,,,New Hanover,,,,,,,,,,,,,,,,,,,,,,,
,473,Northampton County DSS — Emergency Assistance / Housing Referral,Jackson,"9536 NC Hwy 305, Jackson, NC 27845",252-534-5811,Assistance Program,rent_assistance,,,,Northampton,,,,,,,,,,,,,,,,,,,,,,,
,474,Northampton County DSS — Energy Assistance / CIP,Jackson,"9536 NC Hwy 305, Jackson, NC 27845",252-534-5811,Assistance Program,"electric_bill, gas_bill",,,,Northampton,,,,,,,,,,,,,,,,,,,,,,,
,475,Northampton County DSS — Food & Nutrition Services,Jackson,"9536 NC Hwy 305, Jackson, NC 27845",252-534-5811,Assistance Program,food_pantry,,,,Northampton,,,,,,,,,,,,,,,,,,,,,,,
,476,Onslow County DSS — Crisis Intervention / Housing Payment Assistance,Jacksonville,"612 College St, Jacksonville, NC 28540",910-455-4145,Assistance Program,rent_assistance,,,,Onslow,,,,,,,,,,,,,,,,,,,,,,,
,477,Onslow County DSS — Energy Programs / CIP-LIEAP,Jacksonville,"612 College St, Jacksonville, NC 28540",910-455-4145,Assistance Program,"electric_bill, gas_bill",,,,Onslow,,,,,,,,,,,,,,,,,,,,,,,
,478,Onslow County DSS — Food & Nutrition Services,Jacksonville,"612 College St, Jacksonville, NC 28540",910-455-4145,Assistance Program,food_pantry,,,,Onslow,,,,,,,,,,,,,,,,,,,,,,,
,479,Orange County Emergency Housing Assistance (EHA),Chapel Hill / Hillsborough,"Southern Human Services Center: 2501 Homestead Rd, Chapel Hill, NC 27516; Hillsborough Commons: 113 Mayo St, Hillsborough, NC 27278",919-245-2655,Assistance Program,rent_assistance,,,,Orange,,,,,,,,,,,,,,,,,,,,,,,
,480,Orange County DSS — Emergency Assistance,Hillsborough,"300 W Tryon St, Hillsborough, NC 27278",919-732-8181,Assistance Program,electric_bill,,,,Orange,,,,,,,,,,,,,,,,,,,,,,,
,481,Orange County DSS — Food & Nutrition Services,Hillsborough,"300 W Tryon St, Hillsborough, NC 27278",919-245-2900,Assistance Program,food_pantry,,,,Orange,,,,,,,,,,,,,,,,,,,,,,,
,482,Pamlico County Human Services Center / DSS — Housing Crisis Referral,Bayboro,"828 Alliance Main St, Bayboro, NC 28515",252-745-4086,Assistance Program,rent_assistance,,,,Pamlico,,,,,,,,,,,,,,,,,,,,,,,
,483,Pamlico County Human Services Center — Energy Assistance,Bayboro,"828 Alliance Main St, Bayboro, NC 28515",252-745-4086,Assistance Program,"electric_bill, gas_bill",,,,Pamlico,,,,,,,,,,,,,,,,,,,,,,,
,484,Pamlico County Human Services Center — Food & Nutrition Services,Bayboro,"828 Alliance Main St, Bayboro, NC 28515",252-745-4086,Assistance Program,food_pantry,,,,Pamlico,,,,,,,,,,,,,,,,,,,,,,,
,485,Pasquotank County DSS — Emergency Assistance / Housing Referral,Elizabeth City,"709 Roanoke Ave, Elizabeth City, NC 27909",252-338-2126,Assistance Program,rent_assistance,,,,Pasquotank,,,,,,,,,,,,,,,,,,,,,,,
,486,Pasquotank County DSS — Energy Assistance / CIP-LIEAP,Elizabeth City,"709 Roanoke Ave, Elizabeth City, NC 27909",252-338-2126,Assistance Program,"electric_bill, gas_bill",,,,Pasquotank,,,,,,,,,,,,,,,,,,,,,,,
,487,Pasquotank County DSS — Food & Nutrition Services,Elizabeth City,"709 Roanoke Ave, Elizabeth City, NC 27909",252-338-2126,Assistance Program,food_pantry,,,,Pasquotank,,,,,,,,,,,,,,,,,,,,,,,
,488,Pender County DSS — Emergency Assistance,Burgaw,"298-B Progress Dr, Burgaw, NC 28425",910-259-1240,Assistance Program,rent_assistance,,,,Pender,,,,,,,,,,,,,,,,,,,,,,,
,489,Pender County DSS — CIP/LIEAP Energy Assistance,Burgaw,"298-B Progress Dr, Burgaw, NC 28425",910-259-1240,Assistance Program,"electric_bill, gas_bill",,,,Pender,,,,,,,,,,,,,,,,,,,,,,,
,490,Pender County DSS — Food & Nutrition Services,Burgaw,"298-B Progress Dr, Burgaw, NC 28425",910-259-1240,Assistance Program,food_pantry,,,,Pender,,,,,,,,,,,,,,,,,,,,,,,
,491,Albemarle Commission — Community Housing / Housing Repair Resources,Hertford,"512 S Church St, Hertford, NC 27944",252-426-5753,Assistance Program,rent_assistance,,,,Perquimans,,,,,,,,,,,,,,,,,,,,,,,
,492,Perquimans County DSS — Energy Assistance / CIP-LIEAP,Hertford,"103 Charles St, Hertford, NC 27944",252-426-7373,Assistance Program,"electric_bill, gas_bill",,,,Perquimans,,,,,,,,,,,,,,,,,,,,,,,
,493,Perquimans County DSS — Food & Nutrition Services,Hertford,"103 Charles St, Hertford, NC 27944",252-426-7373,Assistance Program,food_pantry,,,,Perquimans,,,,,,,,,,,,,,,,,,,,,,,
,494,Person County Habitat for Humanity / Housing Assistance,Person County,Person County service area; confirm current office location,336-597-2206,Assistance Program,rent_assistance,,,,Person,,,,,,,,,,,,,,,,,,,,,,,
,495,Person County DSS — Energy Assistance / CIP-LIEAP,Roxboro,"355-B S Madison Blvd, Roxboro, NC 27573",336-599-8361,Assistance Program,"electric_bill, gas_bill",,,,Person,,,,,,,,,,,,,,,,,,,,,,,
,496,Person County DSS — Food & Nutrition Services,Roxboro,"355-B S Madison Blvd, Roxboro, NC 27573",336-599-8361,Assistance Program,food_pantry,,,,Person,,,,,,,,,,,,,,,,,,,,,,,
,497,Pitt County DSS — Emergency Eviction Prevention Assistance,Greenville,"1717 W 5th St, Greenville, NC 27834",252-751-9900,Assistance Program,"eviction_prevention, rent_assistance",,,,Pitt,,,,,,,,,,,,,,,,,,,,,,,
,498,Pitt County DSS — Low Income Energy Assistance,Greenville,"1717 W 5th St, Greenville, NC 27834",252-902-1000,Assistance Program,"electric_bill, gas_bill",,,,Pitt,,,,,,,,,,,,,,,,,,,,,,,
,499,Pitt County DSS — Food & Nutrition Services,Greenville,"1717 W 5th St, Greenville, NC 27834",252-902-1000,Assistance Program,food_pantry,,,,Pitt,,,,,,,,,,,,,,,,,,,,,,,
,500,Polk County DSS — Emergency Assistance / Housing Referral,Mill Spring,"231 Wolverine Trail, Mill Spring, NC 28756",828-894-2100,Assistance Program,rent_assistance,,,,Polk,,,,,,,,,,,,,,,,,,,,,,,
,501,Polk County DSS — Energy Assistance / CIP-LIEAP,Mill Spring,"231 Wolverine Trail, Mill Spring, NC 28756",828-894-2100,Assistance Program,"electric_bill, gas_bill",,,,Polk,,,,,,,,,,,,,,,,,,,,,,,
,502,Polk County DSS — Food & Nutrition Services,Mill Spring,"231 Wolverine Trail, Mill Spring, NC 28756",828-894-2100,Assistance Program,food_pantry,,,,Polk,,,,,,,,,,,,,,,,,,,,,,,
,503,Randolph County DSS — Emergency Assistance,Asheboro,"725 McDowell Rd, Asheboro, NC 27205",336-683-8000,Assistance Program,rent_assistance,,,,Randolph,,,,,,,,,,,,,,,,,,,,,,,
,504,Randolph County DSS — Crisis Intervention Program,Asheboro,"725 McDowell Rd, Asheboro, NC 27205",336-683-8059,Assistance Program,electric_bill,,,,Randolph,,,,,,,,,,,,,,,,,,,,,,,
,505,Randolph County DSS — Food & Nutrition Services,Asheboro,"725 McDowell Rd, Asheboro, NC 27205",336-683-8000,Assistance Program,food_pantry,,,,Randolph,,,,,,,,,,,,,,,,,,,,,,,
,506,Richmond County DSS — Work First/Emergency Assistance,Rockingham,"125 Caroline St, Rockingham, NC 28379",910-997-8480,Assistance Program,rent_assistance,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,
,507,Richmond County DSS — Energy Assistance / CIP-LIEAP,Rockingham,"125 Caroline St, Rockingham, NC 28379",910-997-8480,Assistance Program,"electric_bill, gas_bill",,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,
,508,Richmond County DSS — Food & Nutrition Services,Rockingham,"125 Caroline St, Rockingham, NC 28379",910-997-8484,Assistance Program,food_pantry,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,
,509,Robeson County DSS — Emergency/Community Housing Referral,Lumberton,"120 Glen Cowan Rd, Lumberton, NC 28360",910-671-3500,Assistance Program,rent_assistance,,,,Robeson,,,,,,,,,,,,,,,,,,,,,,,
,510,Robeson County DSS — Energy Assistance / CIP-LIEAP,Lumberton,"120 Glen Cowan Rd, Lumberton, NC 28360",910-671-6201,Assistance Program,"electric_bill, gas_bill",,,,Robeson,,,,,,,,,,,,,,,,,,,,,,,
,511,Robeson County DSS — Food & Nutrition Services,Lumberton,"120 Glen Cowan Rd, Lumberton, NC 28360",910-671-6201,Assistance Program,food_pantry,,,,Robeson,,,,,,,,,,,,,,,,,,,,,,,
,512,Rockingham County DSS — Emergency Assistance,Reidsville,"411 NC Hwy 65, Reidsville, NC 27320",336-342-1394,Assistance Program,rent_assistance,,,,Rockingham,,,,,,,,,,,,,,,,,,,,,,,
,513,Rockingham County DSS — CIP/LIEAP,Wentworth/Reidsville,"411 NC Hwy 65, Wentworth/Reidsville service area",336-342-1394,Assistance Program,electric_bill,,,,Rockingham,,,,,,,,,,,,,,,,,,,,,,,
,514,Rockingham County DSS — Food & Nutrition Services,Wentworth,"411 NC Hwy 65, Wentworth, NC 27375",336-342-1394,Assistance Program,food_pantry,,,,Rockingham,,,,,,,,,,,,,,,,,,,,,,,
